dataset,algorithm,source_file,build_parameters_json,build_time_s,candidate_counter_source,candidates_examined_mean,effective_parameters_json,index_size_mb,index_size_source,index_time_s,insert_time_s,latency_p50_s,latency_p95_s,latency_p99_s,predicate_evaluations_mean,qps,query_count_total,query_count_valid,query_coverage,query_parameters_json,recall,run_count,source_campaign,source_note,source_returncode,source_selection,source_task_status,valid,wasted_to_useful_mean,merged_query_points,pareto_frontier
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":512}]",99.77081489562988,,,"{""build"":[""euclidean"",256,{""m"":4,""nbits"":8,""nlist"":512}],""query"":[512]}",319.48828125,index_size_raw_kb,19.940470218658447,79.83034467697144,0.01104283332824707,0.014658081531524658,0.01683403491973877,,79.72518455431738,10000.0,10000.0,1.0,[512],0.23948899999999998,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":1024}]",108.87481927871704,,,"{""build"":[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":1024}],""query"":[1024]}",387.41015625,index_size_raw_kb,28.823402881622314,80.05141639709473,0.01298069953918457,0.017091536521911622,0.01854686737060547,,68.80401132675226,10000.0,10000.0,1.0,[1024],0.30835500000000005,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":128}]",96.99805784225464,,,"{""build"":[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":128}],""query"":[128]}",394.015625,index_size_raw_kb,16.86391854286194,80.1341392993927,0.011236429214477539,0.015075397491455072,0.017106809616088868,,78.20143917961656,10000.0,10000.0,1.0,[128],0.286032,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,True
artificial-corr-12-original,milvus-ivfpq,,"[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":512}]",101.3976366519928,,,"{""build"":[""euclidean"",256,{""m"":8,""nbits"":8,""nlist"":512}],""query"":[128]}",397.3359375,index_size_raw_kb,21.87218713760376,79.52544951438904,0.003686666488647461,0.004519939422607422,0.005238568782806397,,214.28245110940017,10000.0,10000.0,1.0,[128],0.296944,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":100,""efConstruction"":100}]",35043.75660800934,,,"{""build"":[""euclidean"",{""M"":100,""efConstruction"":100}],""query"":[1000]}",,missing_or_nonpositive,0.00045680999755859375,35043.75615119934,5.734552383422852,6.459100222587585,6.792136340141297,,4.87966492856514,10000.0,10000.0,1.0,[1000],0.763242,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":100,""efConstruction"":400}]",50405.13404250145,,,"{""build"":[""euclidean"",{""M"":100,""efConstruction"":400}],""query"":[1000]}",,missing_or_nonpositive,0.00030922889709472656,50405.13373327255,5.009842276573181,5.5761533856391905,5.825372474193573,,5.576386515052072,10000.0,10000.0,1.0,[1000],0.768256,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":32,""efConstruction"":100}]",5382.0568470954895,,,"{""build"":[""euclidean"",{""M"":32,""efConstruction"":100}],""query"":[800]}",,missing_or_nonpositive,0.0002989768981933594,5382.056548118591,3.0373752117156982,3.406527841091156,3.5580300092697144,,9.19602422851275,10000.0,10000.0,1.0,[800],0.685066,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":32,""efConstruction"":400}]",11978.323528051376,,,"{""build"":[""euclidean"",{""M"":32,""efConstruction"":400}],""query"":[1000]}",,missing_or_nonpositive,0.0002956390380859375,11978.323232412338,2.899110436439514,3.2072794079780578,3.351059701442719,,9.626942235223948,10000.0,10000.0,1.0,[1000],0.699109,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":64,""efConstruction"":100}]",13212.81263756752,,,"{""build"":[""euclidean"",{""M"":64,""efConstruction"":100}],""query"":[1000]}",,missing_or_nonpositive,0.00018930435180664062,13212.812448263168,3.7084938287734985,4.124115371704101,4.291663691997528,,7.522085150251256,10000.0,10000.0,1.0,[1000],0.724577,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,pgvector-hnsw,,"[""euclidean"",{""M"":64,""efConstruction"":400}]",35009.529467344284,,,"{""build"":[""euclidean"",{""M"":64,""efConstruction"":400}],""query"":[1000]}",,missing_or_nonpositive,0.0006670951843261719,35009.5288002491,3.785773515701294,4.231584513187408,4.383183515071869,,7.371551421408112,10000.0,10000.0,1.0,[1000],0.7358469999999999,1.0,main_hdf5_20260813,,127.0,unique,failed,1.0,,5,True
artificial-corr-12-original,qdrant,,"[""euclidean"",{""M"":128,""efConstruction"":400}]",362.4745817184448,,,"{""build"":[""euclidean"",{""M"":128,""efConstruction"":400}],""query"":[1600,true]}",1201.78515625,index_size_raw_kb,8.035815715789795,354.43876600265503,0.2053380012512207,0.20987588167190552,0.2197124481201173,,4.816575080388057,10000.0,10000.0,1.0,"[1600,true]",0.9999959999999999,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,5,False
artificial-corr-12-original,qdrant,,"[""euclidean"",{""M"":32,""efConstruction"":100}]",362.9059431552887,,,"{""build"":[""euclidean"",{""M"":32,""efConstruction"":100}],""query"":[800,true]}",1209.7890625,index_size_raw_kb,8.040132284164429,354.86581087112427,0.20399510860443115,0.2678487300872803,0.2856917476654053,,4.677286515360527,10000.0,10000.0,1.0,"[800,true]",0.9999959999999999,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,qdrant,,"[""euclidean"",{""M"":32,""efConstruction"":400}]",364.03809666633606,,,"{""build"":[""euclidean"",{""M"":32,""efConstruction"":400}],""query"":[400,true]}",1408.11328125,index_size_raw_kb,14.060831785202026,349.97726488113403,0.2034151554107666,0.2712756752967834,0.2853847932815552,,4.691143502302616,10000.0,10000.0,1.0,"[400,true]",0.9999959999999999,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,5,False
artificial-corr-12-original,qdrant,,"[""euclidean"",{""M"":64,""efConstruction"":100}]",362.5155520439148,,,"{""build"":[""euclidean"",{""M"":64,""efConstruction"":100}],""query"":[1600,true]}",1281.875,index_size_raw_kb,8.036538124084473,354.4790139198303,0.20405149459838867,0.2749459385871887,0.28595370054244995,,4.636953425364022,10000.0,10000.0,1.0,"[1600,true]",0.9999959999999999,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,qdrant,,"[""euclidean"",{""M"":64,""efConstruction"":400}]",358.12041544914246,,,"{""build"":[""euclidean"",{""M"":64,""efConstruction"":400}],""query"":[800,true]}",1200.89453125,index_size_raw_kb,6.0262627601623535,352.0941526889801,0.20370221138000488,0.20833619832992553,0.21284415721893313,,4.861631497344506,10000.0,10000.0,1.0,"[800,true]",0.9999950000000001,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,5,True
artificial-corr-12-original,rangepq,<remote_artifact>,"{""L_eval"":60000,""L_values"":[10000,20000,40000,60000,80000],""cz"":4096,""iters"":200,""l"":1,""m"":4,""nbits"":8,""nlist"":200,""primary_dim"":0,""ratio"":15.0,""rerank_ratio"":20,""topk"":100}",113.305042,rangepq_L_used,60000.0,"{""build"":{""L_eval"":60000,""L_values"":[10000,20000,40000,60000,80000],""cz"":4096,""iters"":200,""l"":1,""m"":4,""nbits"":8,""nlist"":200,""primary_dim"":0,""ratio"":15.0,""rerank_ratio"":20,""topk"":100},""query"":{""L"":60000}}",986.9252624511719,native_serialized_bytes,83.776925,29.519971,0.018920421600341797,0.01972390413284302,0.02079967260360718,,52.82560155305785,10000.0,10000.0,1.0,"{""L"":60000}",0.980402999999949,1.0,main_20260813,completion marker already exists,,unique,complete,1.0,,1,True
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":100,""m"":32}]",734.0793044567108,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":100,""m"":32}],""query"":[]}",,missing_or_nonpositive,16.065083503723145,718.0142209529877,0.2665623426437378,0.5027304410934448,0.5030749201774597,,3.077843835045313,10000.0,10000.0,1.0,[],0.839791,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":100,""m"":64}]",785.9556088447571,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":100,""m"":64}],""query"":[]}",1.2890625,index_size_raw_kb,16.06084966659546,769.8947591781616,0.2769564390182495,0.5026092648506164,0.5029537916183472,,3.1454443345680496,10000.0,10000.0,1.0,[],0.909792,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":1600,""m"":32}]",517.0768480300903,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":1600,""m"":32}],""query"":[]}",,missing_or_nonpositive,16.066102266311646,501.0107457637787,0.2535881996154785,0.2622709274291992,0.27059973001480103,,3.917708991220747,10000.0,10000.0,1.0,[],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,True
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":1600,""m"":64}]",821.4261710643768,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":1600,""m"":64}],""query"":[]}",3.08984375,index_size_raw_kb,16.06258225440979,805.363588809967,0.27593696117401123,0.502734899520874,0.5030637168884278,,3.019436263628819,10000.0,10000.0,1.0,[],0.8316869999999998,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":200,""m"":32}]",805.7385849952698,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":200,""m"":32}],""query"":[]}",0.921875,index_size_raw_kb,16.07008147239685,789.6685035228729,0.2753293514251709,0.502760910987854,0.5031018710136413,,3.0281513264053697,10000.0,10000.0,1.0,[],0.82988,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":200,""m"":64}]",570.2102642059326,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":200,""m"":64}],""query"":[]}",0.76953125,index_size_raw_kb,14.059462070465088,556.1508021354675,0.2530926465988159,0.27663612365722656,0.30240898370742797,,3.8972686063834225,10000.0,10000.0,1.0,[],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":400,""m"":32}]",532.0796389579773,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":400,""m"":32}],""query"":[]}",0.51953125,index_size_raw_kb,16.067176580429077,516.0124623775482,0.255334734916687,0.26503869295120236,0.29551474809646616,,3.877778469118961,10000.0,10000.0,1.0,[],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":400,""m"":64}]",673.1147553920746,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":400,""m"":64}],""query"":[]}",2.0703125,index_size_raw_kb,16.064141273498535,657.050614118576,0.27367687225341797,0.5026669502258301,0.5029268312454224,,3.0046568263041173,10000.0,10000.0,1.0,[],0.8283870000000001,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":800,""m"":32}]",755.3946528434753,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":800,""m"":32}],""query"":[]}",,missing_or_nonpositive,16.071826696395874,739.3228261470795,0.2748587131500244,0.5027794957160949,0.5031137657165528,,3.0711294242619656,10000.0,10000.0,1.0,[],0.850193,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":800,""m"":64}]",549.982084274292,,,"{""build"":[""euclidean"",256,{""ef_construction"":100,""ef_runtime"":800,""m"":64}],""query"":[]}",1.07421875,index_size_raw_kb,16.065324068069458,533.9167602062225,0.25432729721069336,0.2633278608322144,0.26914477825164795,,3.909790296717585,10000.0,10000.0,1.0,[],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":100,""m"":128}]",2926.361453294754,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":100,""m"":128}],""query"":[]}",,missing_or_nonpositive,16.06732487678528,2910.2941284179688,0.2656288146972656,0.5026063919067383,0.5028856062889099,,3.0635816118841994,10000.0,10000.0,1.0,[],0.865291,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":100,""m"":32}]",2396.213520526886,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":100,""m"":32}],""query"":[]}",,missing_or_nonpositive,16.06385564804077,2380.149664878845,0.2704620361328125,0.5027215480804443,0.5030527281761169,,3.098898612662663,10000.0,10000.0,1.0,[],0.851885,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":100,""m"":64}]",1996.8172245025635,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":100,""m"":64}],""query"":[]}",1.421875,index_size_raw_kb,16.064651489257812,1980.7525730133057,0.2527118921279907,0.25927298069000243,0.2653917455673218,,3.934122477845045,10000.0,10000.0,1.0,[],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":1600,""m"":128}]",3014.7676050662994,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":1600,""m"":128}],""query"":[]}",1.4375,index_size_raw_kb,16.06108570098877,2998.7065193653107,0.27848851680755615,0.5027408599853516,0.5029778575897217,,2.9793465580049574,10000.0,10000.0,1.0,[],0.799091,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":1600,""m"":32}]",1897.5328602790833,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":1600,""m"":32}],""query"":[]}",0.2890625,index_size_raw_kb,10.038439989089966,1887.4944202899933,0.2557417154312134,0.2731494426727295,0.5025482225418091,,3.823539397143927,10000.0,10000.0,1.0,[],0.9889969999999999,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":1600,""m"":64}]",2175.6272134780884,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":1600,""m"":64}],""query"":[]}",1.72265625,index_size_raw_kb,16.06312131881714,2159.5640921592712,0.26921677589416504,0.2773826241493225,0.3066944169998169,,3.68977504493283,10000.0,10000.0,1.0,[],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":200,""m"":128}]",2227.119945526123,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":200,""m"":128}],""query"":[]}",3.41796875,index_size_raw_kb,10.042741060256958,2217.077204465866,0.251430869102478,0.26810789108276367,0.4417814922332764,,3.8836351363992074,10000.0,10000.0,1.0,[],0.997297,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":200,""m"":32}]",2423.3633058071136,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":200,""m"":32}],""query"":[]}",1.515625,index_size_raw_kb,16.068784952163696,2407.29452085495,0.2744605541229248,0.5026397705078125,0.5029451870918273,,3.1055571504707706,10000.0,10000.0,1.0,[],0.89459,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":200,""m"":64}]",2819.1336307525635,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":200,""m"":64}],""query"":[]}",1.04296875,index_size_raw_kb,16.068357944488525,2803.065272808075,0.27831244468688965,0.5025687456130982,0.5028989410400391,,3.122507683677394,10000.0,10000.0,1.0,[],0.9091899999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":400,""m"":128}]",3024.678517818451,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":400,""m"":128}],""query"":[]}",,missing_or_nonpositive,16.06345510482788,3008.615062713623,0.27730226516723633,0.5026159405708313,0.502936372756958,,3.0610726256376046,10000.0,10000.0,1.0,[],0.8949860000000001,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":400,""m"":32}]",2349.4678213596344,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":400,""m"":32}],""query"":[]}",4.828125,index_size_raw_kb,16.073986768722534,2333.393834590912,0.2653477191925049,0.5027113437652588,0.5030248236656188,,3.132251108722375,10000.0,10000.0,1.0,[],0.849389,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":400,""m"":64}]",1995.0229980945587,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":400,""m"":64}],""query"":[]}",20.953125,index_size_raw_kb,16.06583261489868,1978.95716547966,0.25625550746917725,0.29215389490127563,0.30787678480148317,,3.8357638758370065,10000.0,10000.0,1.0,[],0.9999969999999999,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":800,""m"":128}]",2891.3557608127594,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":800,""m"":128}],""query"":[]}",0.37890625,index_size_raw_kb,16.068716287612915,2875.2870445251465,0.2725728750228882,0.5026888966560363,0.5029897713661193,,3.088555147143817,10000.0,10000.0,1.0,[],0.858791,1.0,main_hdf5_20260813,,,unique,complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":800,""m"":32}]",2498.995293855667,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":800,""m"":32}],""query"":[]}",,missing_or_nonpositive,16.06891107559204,2482.926382780075,0.27848386764526367,0.5026180863380432,0.5029092383384705,,3.08628396218498,10000.0,10000.0,1.0,[],0.884595,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,1,False
artificial-corr-12-original,redis-hnsw,,"[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":800,""m"":64}]",2038.3675022125244,,,"{""build"":[""euclidean"",256,{""ef_construction"":400,""ef_runtime"":800,""m"":64}],""query"":[]}",0.03515625,index_size_raw_kb,14.059371709823608,2024.3081305027008,0.2588108777999878,0.44043905735015865,0.502762815952301,,3.6353284466457154,10000.0,10000.0,1.0,[],0.9715959999999999,1.0,main_hdf5_20260813,,,"highest completion status, then repair priority",complete,1.0,,1,False
artificial-corr-12-original,vearch-hnsw,,"[""euclidean"",256,{""efConstruction"":100,""nlinks"":32}]",462.0501551628113,,,"{""build"":[""euclidean"",256,{""efConstruction"":100,""nlinks"":32}],""query"":[1600]}",1293.859375,index_size_raw_kb,15.063340425491333,446.98681473731995,0.08903145790100098,0.1604290723800659,0.16576211214065553,,9.522266748776381,10000.0,10000.0,1.0,[1600],0.561339,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,vearch-hnsw,,"[""euclidean"",256,{""efConstruction"":100,""nlinks"":64}]",595.1571779251099,,,"{""build"":[""euclidean"",256,{""efConstruction"":100,""nlinks"":64}],""query"":[1600]}",,missing_or_nonpositive,9.041521787643433,586.1156561374664,0.09028136730194092,0.16174285411834716,0.16762138843536378,,9.329366781128716,10000.0,10000.0,1.0,[1600],0.59209,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,5,False
artificial-corr-12-original,vearch-hnsw,,"[""euclidean"",256,{""efConstruction"":400,""nlinks"":128}]",621.2826843261719,,,"{""build"":[""euclidean"",256,{""efConstruction"":400,""nlinks"":128}],""query"":[1600]}",1.7734375,index_size_raw_kb,9.0399329662323,612.2427513599396,0.09645044803619385,0.17450594902038571,0.18330100774765018,,8.705173976381422,10000.0,10000.0,1.0,[1600],0.6969259999999999,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,5,True
artificial-corr-12-original,vearch-hnsw,,"[""euclidean"",256,{""efConstruction"":400,""nlinks"":32}]",581.166915178299,,,"{""build"":[""euclidean"",256,{""efConstruction"":400,""nlinks"":32}],""query"":[1600]}",,missing_or_nonpositive,7.032328844070435,574.1345863342285,0.0909724235534668,0.16428626775741575,0.17088968515396122,,9.382740930383857,10000.0,10000.0,1.0,[1600],0.6240669999999999,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,5,False
artificial-corr-12-original,vearch-hnsw,,"[""euclidean"",256,{""efConstruction"":400,""nlinks"":64}]",565.6878821849823,,,"{""build"":[""euclidean"",256,{""efConstruction"":400,""nlinks"":64}],""query"":[1600]}",1.2265625,index_size_raw_kb,9.039735078811646,556.6481471061707,0.09619307518005371,0.17224591970443726,0.18034411668777467,,8.611603921123427,10000.0,10000.0,1.0,[1600],0.678803,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,5,True
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":1024,""nsubvector"":16}]",422.35971546173096,,,"{""build"":[""euclidean"",256,{""ncentroids"":1024,""nsubvector"":16}],""query"":[1024]}",,missing_or_nonpositive,7.031531095504761,415.3281843662262,0.07875585556030273,0.0816367506980896,0.08294655561447144,,12.393485605350234,10000.0,10000.0,1.0,[1024],0.400808,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,4,True
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":1024,""nsubvector"":4}]",430.214763879776,,,"{""build"":[""euclidean"",256,{""ncentroids"":1024,""nsubvector"":4}],""query"":[1024]}",,missing_or_nonpositive,7.031046152114868,423.18371772766113,0.07814228534698486,0.08087220191955566,0.08215774536132812,,12.485367637997104,10000.0,10000.0,1.0,[1024],0.253137,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":1024,""nsubvector"":8}]",580.7064590454102,,,"{""build"":[""euclidean"",256,{""ncentroids"":1024,""nsubvector"":8}],""query"":[1024]}",0.25,index_size_raw_kb,9.0365469455719,571.6699120998383,0.08231568336486816,0.14136033058166503,0.14264233350753786,,10.106000757824942,10000.0,10000.0,1.0,[1024],0.30896399999999996,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,4,False
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":128,""nsubvector"":16}]",428.5870273113251,,,"{""build"":[""euclidean"",256,{""ncentroids"":128,""nsubvector"":16}],""query"":[128]}",1.19140625,index_size_raw_kb,7.0296630859375,421.5573642253876,0.07874846458435059,0.08170111179351806,0.08299619674682618,,12.409821031054296,10000.0,10000.0,1.0,[128],0.374464,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":128,""nsubvector"":4}]",528.0075840950012,,,"{""build"":[""euclidean"",256,{""ncentroids"":128,""nsubvector"":4}],""query"":[128]}",,missing_or_nonpositive,5.024309396743774,522.9832746982574,0.07845830917358398,0.08130102157592774,0.08250636100769043,,12.44169056653382,10000.0,10000.0,1.0,[128],0.218277,1.0,failed_fix_20260903,,0.0,"highest completion status, then repair priority",complete,1.0,,4,False
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":128,""nsubvector"":8}]",544.0156741142273,,,"{""build"":[""euclidean"",256,{""ncentroids"":128,""nsubvector"":8}],""query"":[128]}",0.4921875,index_size_raw_kb,9.041248798370361,534.9744253158569,0.08431148529052734,0.14141297340393066,0.14273981332778932,,9.853442864862243,10000.0,10000.0,1.0,[128],0.27916499999999994,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,4,False
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":512,""nsubvector"":16}]",592.766613483429,,,"{""build"":[""euclidean"",256,{""ncentroids"":512,""nsubvector"":16}],""query"":[512]}",0.3671875,index_size_raw_kb,9.04206371307373,583.7245497703552,0.08332622051239014,0.1406987190246582,0.14219577074050904,,9.857870582095341,10000.0,10000.0,1.0,[512],0.397017,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,4,False
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":512,""nsubvector"":4}]",430.10102701187134,,,"{""build"":[""euclidean"",256,{""ncentroids"":512,""nsubvector"":4}],""query"":[512]}",,missing_or_nonpositive,7.032632112503052,423.0683948993683,0.07794559001922607,0.08075225353240967,0.08207396984100342,,12.527167945262756,10000.0,10000.0,1.0,[512],0.244542,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,4,False
artificial-corr-12-original,vearch-ivfpq,,"[""euclidean"",256,{""ncentroids"":512,""nsubvector"":8}]",426.4765908718109,,,"{""build"":[""euclidean"",256,{""ncentroids"":512,""nsubvector"":8}],""query"":[512]}",,missing_or_nonpositive,7.033222913742065,419.44336795806885,0.07798480987548828,0.08077887296676636,0.08204341888427734,,12.521913183906701,10000.0,10000.0,1.0,[512],0.302055,1.0,failed_fix_20260903,,0.0,unique,complete,1.0,,4,False
