"workload_id","dataset","algorithm","parameter_group","record_count","build_time_s","build_time_min_s","build_time_max_s","data_load_s","insert_time_s","index_time_s","index_size","data_size","memory","memory_unit","status","source","source_path","notes"
"S6","artificial-0.5","weaviate-hnsw","WeaviateHNSW metric:euclidean max_connections:64 ef_construction:500 ef:300","1","489.804","489.804","489.804",,"489.804","0.00000524521","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S6","artificial-0.5","weaviate-hnsw","WeaviateHNSW metric:euclidean max_connections:64 ef_construction:500 ef:500","1","489.804","489.804","489.804",,"489.804","0.00000524521","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S6","artificial-0.5","weaviate-hnsw","WeaviateHNSW metric:euclidean max_connections:64 ef_construction:500 ef:600","1","489.804","489.804","489.804",,"489.804","0.00000524521","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S6","artificial-0.5","weaviate-hnsw","WeaviateHNSW metric:euclidean max_connections:64 ef_construction:500 ef:800","1","489.804","489.804","489.804",,"489.804","0.00000524521","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","FAISS-hnsw","M=64;efC=300","1","4127.28","4127.28","4127.28",,"","","10.1246","","17.7243","GB peak RSS","build_time_index_memory","153:<remote_artifact>","<local_workspace>\work\external_logs\153\faiss_hnsw.log","existing extracted parameter table"
"S7","artificial-0.12","FAISS-ivfpq","nlist=8192;m=24","1","3104.23","3104.23","3104.23",,"","","0.455364","","10.6372","GB peak RSS","build_time_index_memory","153:<remote_artifact>","<local_workspace>\work\external_logs\153\faiss_ivfpq_dynamic.log","existing extracted parameter table"
"S7","artificial-0.12","RangePQ","L_eval=120000;L_values=[120000];cz=4096;iters=200;l=6;m=4;nbits=8;nlist=200;primary_dim=0;ratio=15.0;rerank_ratio=40;topk=200","1","389.468","389.468","389.468",,"","","","","","","build_time_decomposed","186:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","RangePQ","L_eval=20000;L_values=[20000];cz=4096;iters=200;l=6;m=4;nbits=8;nlist=200;primary_dim=0;ratio=10.0;rerank_ratio=10;topk=200","1","413.377","413.377","413.377",,"","","","","","","build_time_decomposed","186:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","RangePQ","L_eval=300000;L_values=[300000];cz=4096;iters=200;l=6;m=4;nbits=8;nlist=200;primary_dim=0;ratio=15.0;rerank_ratio=100;topk=200","1","406.046","406.046","406.046",,"","","","","","","build_time_decomposed","186:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","RangePQ","L_eval=30000;L_values=[30000];cz=4096;iters=200;l=6;m=4;nbits=8;nlist=200;primary_dim=0;ratio=15.0;rerank_ratio=10;topk=200","1","368.604","368.604","368.604",,"","","","","","","build_time_decomposed","186:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","RangePQ","L_eval=60000;L_values=[60000];cz=4096;iters=200;l=6;m=4;nbits=8;nlist=200;primary_dim=0;ratio=15.0;rerank_ratio=20;topk=200","1","461.345","461.345","461.345",,"","","","","","","build_time_decomposed","186:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","iRangeGraph","M=256","2","21833.6..60281.4","21833.6","60281.4",,"","","","","","","build_time_only","153:<remote_artifact>","<remote_artifact> | <remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:IVF_PQ, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","2571.59","2571.59","2571.59",,"848.535","1723.05","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:128, index_graph_degree:64, build_algo:NN_DESCENT, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","949.996","949.996","949.996",,"282.462","667.535","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:IVF_PQ, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","1473.89","1473.89","1473.89",,"286.371","1187.52","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:32, index_graph_degree:16, build_algo:NN_DESCENT, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","675.799","675.799","675.799",,"280.532","395.267","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:IVF_PQ, itopk_size:512, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","1722.2","1722.2","1722.2",,"293.459","1428.75","0","0","","","build_complete_index_size_nonpositive | qps_from_times_only","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","844.61","844.61","844.61",,"292.241","552.369","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:2, min_iterations:0, max_iterations:0, team_size:0","1","844.61","844.61","844.61",,"292.241","552.369","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:32, min_iterations:0, max_iterations:0, team_size:0","1","844.61","844.61","844.61",,"292.241","552.369","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:4, min_iterations:0, max_iterations:0, team_size:0","1","844.61","844.61","844.61",,"292.241","552.369","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:256, search_width:8, min_iterations:0, max_iterations:0, team_size:0","1","844.61","844.61","844.61",,"292.241","552.369","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
"S7","artificial-0.12","milvus-gpu-cagra","MilvusGPU_CAGRA metric:euclidean, index_intermediate_graph_degree:64, index_graph_degree:32, build_algo:NN_DESCENT, itopk_size:512, search_width:16, min_iterations:0, max_iterations:0, team_size:0","1","844.61","844.61","844.61",,"292.241","552.369","0","0","","","build_complete_index_size_nonpositive | recall_mean_and_qps_from_arrays","<remote_server>:<remote_artifact>","<remote_artifact>","existing extracted parameter table"
