workload_id,dataset,algorithm,status,parameter_group_count,build_group_count,search_group_count,build_time_min_s,build_time_max_s,sources,notes
S6,artificial-0.5,FAISS-hnsw,complete_build_search,1,1,1,635.139,635.139,153:<remote_artifact>,at least one group has explicit build time and search metrics
S6,artificial-0.5,FAISS-ivfpq,complete_build_search,1,1,1,890.206,890.206,153:<remote_artifact>,at least one group has explicit build time and search metrics
S6,artificial-0.5,milvus-hnsw,complete_build_search,48,48,48,141.9769802093506,680.6424517631531,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S6,artificial-0.5,milvus-ivfpq,complete_build_search,30,30,30,135.72,139.14,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S6,artificial-0.5,milvus-gpu-ivfpq,complete_build_search,30,30,30,318.9866967201233,447.27727150917053,<remote_server>:<remote_artifact> | local CSV: bvb数据/151+153.csv,at least one group has explicit build time and search metrics
S6,artificial-0.5,milvus-gpu-cagra,complete_build_search,120,120,120,235.23066806793213,659.771,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S6,artificial-0.5,weaviate-hnsw,complete_build_search,95,95,94,329.1619944572449,515.903,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S6,artificial-0.5,qdrant,build_only,100,100,0,1176.36,1430.45,<remote_server>:<remote_artifact>,"build metadata exists, but no parsed search metrics"
S6,artificial-0.5,vearch-ivfpq,build_only,5,5,0,1179.8,1544.95,<remote_server>:<remote_artifact>,"build metadata exists, but no parsed search metrics"
S6,artificial-0.5,vearch-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S6,artificial-0.5,redis-hnsw,build_only,8,8,0,1672.18,4160.04,<remote_server>:<remote_artifact>,"build metadata exists, but no parsed search metrics"
S6,artificial-0.5,elasticsearch-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S6,artificial-0.5,pgvector-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S7,artificial-0.12,RangePQ,complete_build_search,10,10,5,368.60373,461.345,186:<remote_artifact>,at least one group has explicit build time and search metrics
S7,artificial-0.12,DiGRA,complete_build_search,1,1,1,168927,168927,186:<remote_artifact>,at least one group has explicit build time and search metrics
S7,artificial-0.12,ACORN,search_or_params_no_build_time,1,0,1,,,153:<remote_artifact>,"search/quality exists, but no explicit build time in selected source"
S7,artificial-0.12,iRangeGraph,complete_build_search,3,3,2,21833.6,60281.4,153:<remote_artifact> | 153:<remote_artifact> | 153:<remote_artifact>,at least one group has explicit build time and search metrics
S7,artificial-0.12,HNSWlib,missing,0,0,0,,,,no matching group in current extracted sources
S7,artificial-0.12,FAISS-hnsw,complete_build_search,1,1,1,4127.28,4127.28,153:<remote_artifact>,at least one group has explicit build time and search metrics
S7,artificial-0.12,FAISS-ivfpq,complete_build_search,1,1,1,3104.23,3104.23,153:<remote_artifact>,at least one group has explicit build time and search metrics
S7,artificial-0.12,milvus-hnsw,complete_build_search,48,48,48,386.233,517.6364784240723,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S7,artificial-0.12,milvus-ivfpq,complete_build_search,30,30,30,348.463,360.37520003318787,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S7,artificial-0.12,milvus-gpu-ivfpq,complete_build_search,30,30,30,750.0707278251648,2347.3,<remote_server>:<remote_artifact> | local CSV: bvb数据/151+153.csv,at least one group has explicit build time and search metrics
S7,artificial-0.12,milvus-gpu-cagra,complete_build_search,72,72,24,675.799,2571.59,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S7,artificial-0.12,weaviate-hnsw,build_only,11,11,0,2524.48,2671.1,<remote_server>:<remote_artifact>,"build metadata exists, but no parsed search metrics"
S7,artificial-0.12,qdrant,missing,0,0,0,,,,no matching group in current extracted sources
S7,artificial-0.12,vearch-ivfpq,missing,0,0,0,,,,no matching group in current extracted sources
S7,artificial-0.12,vearch-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S7,artificial-0.12,redis-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S7,artificial-0.12,elasticsearch-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S7,artificial-0.12,pgvector-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S8,artificial-0.06,RangePQ,complete_build_search,13,13,7,296.335746,364.873393,186:<remote_artifact>,at least one group has explicit build time and search metrics
S8,artificial-0.06,DiGRA,complete_build_search,1,1,1,265765,265765,186:<remote_artifact>,at least one group has explicit build time and search metrics
S8,artificial-0.06,ACORN,search_or_params_no_build_time,2,0,2,,,153:<remote_artifact> | 153:<remote_artifact>,"search/quality exists, but no explicit build time in selected source"
S8,artificial-0.06,iRangeGraph,complete_build_search,2,2,1,63369.2,63369.2,153:<remote_artifact> | 153:<remote_artifact>,at least one group has explicit build time and search metrics
S8,artificial-0.06,HNSWlib,complete_build_search,2,2,1,105530,105530,153:<remote_artifact>,at least one group has explicit build time and search metrics
S8,artificial-0.06,FAISS-hnsw,complete_build_search,1,1,1,3169.06,3169.06,153:<remote_artifact>,at least one group has explicit build time and search metrics
S8,artificial-0.06,FAISS-ivfpq,complete_build_search,1,1,1,9835.73,9835.73,153:<remote_artifact>,at least one group has explicit build time and search metrics
S8,artificial-0.06,milvus-hnsw,complete_build_search,42,42,42,363.6556751728058,435.45729517936707,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S8,artificial-0.06,milvus-ivfpq,complete_build_search,30,30,30,301.6556179523468,314.0494136810303,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S8,artificial-0.06,milvus-gpu-ivfpq,complete_build_search,30,30,30,732.227,815.905,<remote_server>:<remote_artifact> | local CSV: bvb数据/151+153.csv,at least one group has explicit build time and search metrics
S8,artificial-0.06,milvus-gpu-cagra,complete_build_search,120,120,120,894.689802646637,1611.150068283081,<remote_server>:<remote_artifact> | local CSV: bvb数据/186.csv,at least one group has explicit build time and search metrics
S8,artificial-0.06,weaviate-hnsw,complete_build_search,5,5,5,3111.09,5303.81,<remote_server>:<remote_artifact>,at least one group has explicit build time and search metrics
S8,artificial-0.06,qdrant,missing,0,0,0,,,,no matching group in current extracted sources
S8,artificial-0.06,vearch-ivfpq,missing,0,0,0,,,,no matching group in current extracted sources
S8,artificial-0.06,vearch-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S8,artificial-0.06,redis-hnsw,build_only,8,8,0,9397.64,52809.4,<remote_server>:<remote_artifact>,"build metadata exists, but no parsed search metrics"
S8,artificial-0.06,elasticsearch-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
S8,artificial-0.06,pgvector-hnsw,missing,0,0,0,,,,no matching group in current extracted sources
